Symbol|Name|Date|mkt_val|rbics_econn|rbics_econ|rbics_sectn|rbics_sect|rbics_subsectn|rbics_subsect|rbics_indgrpn|rbics_indgrp|rbics_indn|rbics_ind|rbics_subindn|rbics_subind|msci_esg_env|msci_esg_gov|msci_esg_social|sales_total|sales_ps|sales_growth|MSCI ESG Ovr Score|MSCI ESG Ovr Score
UNP|Union Pacific Corporation|12/31/2013|76608.167664|40|Industrials|4015|Industrial Services|401510|Cargo Transportation and Infrastructure Services|40151020|Road and Rail Transportation Operators|4015102010|Rail Transportation|401510201025|United States Class I Railroad Transportation|1.20000004768372|10|4.59999990463257|21963|23.5755689136969|4.95555767944184|5.09999990463257|BBB
UPS|United Parcel Service, Inc. Class B|12/31/2013|96988.84|40|Industrials|4015|Industrial Services|401515|Delivery and Logistics Services|40151510|Express Couriers|4015151010|Express Couriers|401515101010|Express Couriers|7.30000019073486|8.5|0.300000011920929|55491|58.5348101265823|2.6394643385617|4.5|BBB
X|United States Steel Corporation|12/31/2013|4268.0672275|45|Non-Energy Materials|4515|Mining and Mineral Products|451510|Metal Products|45151020|Primary Metals Products|4515102020|Integrated Steel Mills and Products Manufacturing|451510202010|Integrated Steel Mills Manufacturing Flats|2.5|8.5|2.5|17424|120.516261118566|-9.85099337748344|1.20000004768372|CCC
UTX|United Technologies Corporation|12/31/2013|104318.8668|40|Industrials|4010|Industrial Manufacturing|401020|Machinery Manufacturing|40102030|Other Machinery Manufacturing|4010203025|Diversified Industrial Manufacturing|401020302510|Diversified Industrial Manufacturing|8|4.40000009536743|1.89999997615814|62651|68.4635558955305|8.57870747474047|5.90000009536743|A
UNH|UnitedHealth Group Incorporated|12/31/2013|74396.4|35|Healthcare|3515|Healthcare Services|351510|Healthcare Support Services|35151010|Health Plan Providers|3515101020|Other Managed Care|351510102010|Other Managed Care|8.5|2.79999995231628|3.09999990463257|122497|119.742913000978|10.7327523864623|3.29999995231628|BB
UNM|Unum Group|12/31/2013|9121.41088312|30|Finance|3015|Insurance|301510|Insurance|30151015|Life and Health Insurance|3015101515|Supplemental Health Insurance|301510151515|Other Supplemental Health Insurance|7.09999990463257|3.40000009536743|4|10355.8|38.9390154209902|-1.55054235709057|2.90000009536743|BB
URBN|Urban Outfitters, Inc.|12/31/2013|5463.9784437|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|1.60000002384186|1.79999995231628|2.70000004768372|3037.582|19.0566882551215|13.8207866555803|0.5|CCC
VFC|V.F. Corporation|12/31/2013|27448.9484658|20|Consumer Cyclicals|2010|Consumer Goods|201010|Apparel and Accessory Products|20101015|Apparel and Footwear Production|2010101515|Apparel Production|201010151540|Multi-Type Apparel Production|3.90000009536743|10|5.80000019073486|11360.931|25.4268177230092|2.75784520346965|7.09999990463257|A
VLO|Valero Energy Corporation|12/31/2013|26992.700532|25|Energy|2515|Downstream and Midstream Energy|251510|Downstream Energy|25151015|Petroleum Refineries|2515101510|Americas Petroleum Refineries|251510151010|Americas Petroleum Refineries|1.70000004768372|8.5|4.90000009536743|138074|251.959854014599|-0.844524236983842|2.59999990463257|B
VAR|Varian Medical Systems, Inc.|12/31/2013|8182.00004|35|Healthcare|3520|Healthcare Equipment|352020|Other Medical Devices|35202015|Specialized Medical Devices|3520201515|System-Specific Specialized Medical Devices|352020151530|Oncology Devices|9.30000019073486|5.59999990463257|5.09999990463257|2974.351|26.7180085958584|4.05012987240145|6|A
VTR|Ventas, Inc.|12/31/2013|16851.14592|30|Finance|3025|Real Estate|302520|Real Estate Investment Trusts (REITs)|30252015|Equity REITs|3025201510|Equity REITs|302520151015|Healthcare and Life Sciences Equity REITs|3.70000004768372|10|4.59999990463257|2811.506|9.52205279387347|12.8485292193379|3|BB
VRSN|VeriSign, Inc.|12/31/2013|7994.02072|55|Technology|5520|Software and Consulting|552010|Internet and Data Services|55201025|Internet Support Services|5520102510|Internet Support Services|552010251010|Development and Design Services|3.79999995231628|4.40000009536743|2.20000004768372|965.087|6.19495333341892|10.473424665061|1.79999995231628|B
VZ|Verizon Communications Inc.|12/31/2013|140638.68584766|60|Telecommunications|6010|Telecommunications|601015|Wireless and Wireline Telecommunications Services|60101510|Wireless Services|6010151030|United States Wireless Services|601015103010|Multi-Type United States Wireless Services|10|5.30000019073486|3.20000004768372|120550|41.9450243562978|4.06056316143846|4.80000019073486|BBB
VRTX|Vertex Pharmaceuticals Incorporated|12/31/2013|17370.5117036|35|Healthcare|3510|Biopharmaceuticals|351015|Other Biopharmaceuticals|35101540|Diversified Biopharmaceuticals|3510154010|Diversified Biopharmaceuticals|351015401010|Diversified Biopharmaceuticals|4.30000019073486|8.5|5.30000019073486|1211.975|5.38880687931847|-20.6325038865991|7.59999990463257|AA
VIAB|Viacom Inc. Class B|12/31/2013|38385.93|15|Consumer Services|1515|Media and Publishing Services|151510|Media and Publishing Services|15151015|Entertainment and Programming Providers|1515101515|Television Cable and Broadcast Networks|151510151520|Global Mixed TV Cable and Broadcast Networks|6.30000019073486|0|0.800000011920929|13677|27.8779304769604|3.2304324854706|0|CCC
V|Visa Inc. Class A|12/31/2013|141189.58596|30|Finance|3030|Specialty Finance and Services|303010|Specialty Finance|30301015|Consumer Finance Services|3030101530|Electronic Transaction Processing/Clearinghouses|303010153015|Electronic Payment Processing|7.80000019073486|3.90000009536743|3.40000009536743|12087|4.48856707317073|12.7518656716418|3.59999990463257|BB
VNO|Vornado Realty Trust|12/31/2013|16629.00744752|30|Finance|3025|Real Estate|302520|Real Estate Investment Trusts (REITs)|30252015|Equity REITs|3025201510|Equity REITs|302520151045|Office Equity REITs|9.10000038146973|3|6.30000019073486|2656.91|14.4264792844243|-4.59003206774086|7.40000009536743|AA
VMC|Vulcan Materials Company|12/31/2013|7736.484|45|Non-Energy Materials|4515|Mining and Mineral Products|451535|Construction Materials|45153520|Heavy Building Material and Aggregate Products|4515352010|Asphalt, Cement and Concrete Products|451535201025|Concrete Blocks, Bricks and Aggregates Makers|3.70000004768372|3|2.90000009536743|2770.709|21.0753192816448|7.92265055641897|2.59999990463257|B
GWW|W.W. Grainger, Inc.|12/31/2013|17586.67284396|40|Industrials|4015|Industrial Services|401520|Diversified Industrials Distribution|40152020|Diversified Industrial Distribution|4015202010|Diversified Industrial Distribution|401520201010|Diversified Industrial Distribution|4|10|5.40000009536743|9437.758|133.723932091098|5.44927986395599|5.80000019073486|A
WBA|Walgreen Co.|12/31/2013|54577.8386104|50|Consumer Non-Cyclicals|5010|Food and Staples Retail|501020|Health and Personal Care Retail|50102015|Pharmacies and Drug Retailers|5010201510|Pharmacies and Drug Stores|501020151010|Pharmacies and Drug Stores|NA|NA|NA|73230|75.6040619765494|3.44389196519381|NA|@NA
WMT|Walmart Inc.|12/31/2013|255112.98|50|Consumer Non-Cyclicals|5010|Food and Staples Retail|501015|General Merchandise Retail|50101530|Warehouse Clubs and Superstores|5010153010|Warehouse Club Stores and Superstores|501015301010|Warehouse Club Stores and Superstores|7.30000019073486|3.20000004768372|1.89999997615814|474739|138.436706993213|2.22367208427|2.79999995231628|B
DIS|Walt Disney Company|12/31/2013|129880|15|Consumer Services|1515|Media and Publishing Services|151510|Media and Publishing Services|15151015|Entertainment and Programming Providers|1515101510|Other Entertainment and Programming Providers|151510151025|General Entertainment and Programming|10|8.5|4.40000009536743|45926|24.7793712079426|7.21856469160013|6.40000009536743|A
WM|Waste Management, Inc.|12/31/2013|20834.07496905|10|Business Services|1010|Business Services|101025|Waste Management Services|10102510|General Waste Collection|1010251010|General Waste Collection|101025101010|General Waste Collection|3.5|10|4.30000019073486|13992|29.7828863346105|2.58816628785102|3.29999995231628|BB
WAT|Waters Corporation|12/31/2013|8481.9|35|Healthcare|3515|Healthcare Services|351520|Miscellaneous Healthcare|35152025|Scientific Products|3515202515|General Scientific Products|351520251515|Scientific Analytical Instruments|8.89999961853027|4.59999990463257|10|1904.218|22.0023802370993|3.2857264510824|9.80000019073486|AAA
ANTM|WellPoint, Inc.|12/31/2013|27095.5691537|35|Healthcare|3515|Healthcare Services|351510|Healthcare Support Services|35151010|Health Plan Providers|3515101020|Other Managed Care|351510102010|Other Managed Care|10|4|3.79999995231628|71453.2|234.267610269914|15.7146211710216|5.59999990463257|BBB
WFC|Wells Fargo & Company|12/31/2013|238675.186807|30|Finance|3010|Banking|301020|United States Banks|30102010|United States Commercial Banks|3010201010|Other United States Commercial Banks|301020101010|Other United States Commercial Banks|5.90000009536743|3.09999990463257|3.09999990463257|89253|16.6623845695562|1.28|2.59999990463257|B
WDC|Western Digital Corporation|12/31/2013|19884.3|55|Technology|5515|Hardware|551520|Computer Hardware and Storage|55152020|Data Storage Hardware|5515202010|Data Storage Drives and Peripherals|551520201010|Data Storage Drives and Peripherals|3.29999995231628|3|3.09999990463257|15268|62.4024390243902|-2.42842535787321|1.5|B
WU|Western Union Company|12/31/2013|9466.8|30|Finance|3030|Specialty Finance and Services|303010|Specialty Finance|30301015|Consumer Finance Services|3030101530|Electronic Transaction Processing/Clearinghouses|303010153025|Money Transfer Services|7.40000009536743|8.80000019073486|3.90000009536743|5530.7|9.89530105413614|-2.15133662402913|4.5|BBB
WY|Weyerhaeuser Company|12/31/2013|18422.62387196|45|Non-Energy Materials|4520|Manufactured Products|452020|Other Materials|45202015|Diversified Materials|4520201510|Diversified Materials|452020151010|Diversified Materials|5.09999990463257|7|8.5|8558|14.9989759102582|18.5811278924761|6.90000009536743|A
WHR|Whirlpool Corporation|12/31/2013|12078.22|20|Consumer Cyclicals|2010|Consumer Goods|201020|Household Appliances and Furnishings Production|20102010|Household Appliances and Furnishings Production|2010201015|Major Appliances Manufacturing|201020101510|Major Appliances Manufacturing|3.90000009536743|10|0.699999988079071|18769|232.289603960396|3.45036653254699|3.29999995231628|BB
WFM|Whole Foods Market, Inc.|12/31/2013|21535.892|50|Consumer Non-Cyclicals|5010|Food and Staples Retail|501010|Food and Beverage Retail|50101020|Grocery Stores|5010102020|Supermarkets|501010202025|United States Supermarkets|5.09999990463257|10|5.59999990463257|12917|34.4913217623498|10.4127695526424|8.30000019073486|AA
WMB|Williams Companies, Inc.|12/31/2013|26343.31|25|Energy|2515|Downstream and Midstream Energy|251515|Midstream Energy|25151510|Natural Gas Pipeline and Storage Services|2515151015|US and Canada Natural Gas Pipeline and Storage|251515101510|US and Canada Natural Gas Pipeline and Storage|2.79999995231628|7|6.59999990463257|6861|9.98421094756143|-8.34891798022976|3.79999995231628|BB
WIN|Windstream Holdings, Inc.|12/31/2013|4757.676|60|Telecommunications|6010|Telecommunications|601015|Wireless and Wireline Telecommunications Services|60101515|Wireline Services|6010151530|United States Wireline Services|601015153035|United States Wireline Data Services|6|4.5|3.59999990463257|5988.1|60.9269107706088|-2.73216055098029|4.09999990463257|BB
WEC|Wisconsin Energy Corporation|12/31/2013|9341.30872506|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101020|United States Regional Electric Utilities|651010102010|United States Midwest Electric Utilities|3.20000004768372|8.5|4.80000019073486|4519|19.6734871571615|6.96870709652984|2|B
WPX|WPX Energy, Inc. Class A|12/31/2013|4096.38|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101510|Americas Fossil Fuel Exploration and Production|2510151015|Pan-US Fossil Fuel Exploration/Production|251015101525|US Rockies Fossil Fuel Exploration/Production|0|6.40000009536743|1.5|2756|13.7356608478803|22.1089942401418|1.70000004768372|B
WYN|Wyndham Worldwide Corporation|12/31/2013|9459.73142727|15|Consumer Services|1510|Hospitality Services|151010|Hospitality Services|15101010|Accommodation Providers|1510101025|Hotels, Motels and Resorts|151010102530|Vacation Ownership Operators|5.5|7|5.30000019073486|5008|37.1037037037037|10.4543449492722|5.59999990463257|BBB
WYNN|Wynn Resorts, Limited|12/31/2013|19652.57755768|15|Consumer Services|1510|Hospitality Services|151010|Hospitality Services|15101015|Arts, Entertainment and Recreation Providers|1510101525|Physical and Online Casinos|151010152510|Casinos and Casino Hotels|1|0.100000001490116|3.29999995231628|5620.936|55.3018565342726|9.05367263425919|0|CCC
XEL|Xcel Energy Inc.|12/31/2013|13913.32393352|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101020|United States Regional Electric Utilities|651010102025|United States West Electric Utilities|3.5|10|6|10903.701|21.9597145803292|7.78555503471396|3.09999990463257|BB
XRX|Xerox Corporation|12/31/2013|14461.8544|10|Business Services|1010|Business Services|101015|Other Professional Services|10101510|Administrative Services|1010151030|Other Business Administrative Services|101015103015|Other Business Support Services|4.5|8.5|5|21589|67.3248388137825|-3.57748995087092|6.69999980926514|A
XLNX|Xilinx, Inc.|12/31/2013|12237.68|55|Technology|5510|Electronic Components and Manufacturing|551020|Semiconductor Manufacturing|55102035|Programmable Logic and ASIC Semiconductors|5510203515|Programmable Logic Device Semiconductors|551020351510|Programmable Logic Device Semiconductors|4.69999980926514|10|3.5|2296.876|7.95622457103235|4.61949380015187|3.09999990463257|BB
XL|XL Group Ltd|12/31/2013|8859.58532672|30|Finance|3015|Insurance|301510|Insurance|30151020|Property and Casualty Insurance|3015102010|Commercial Insurance|301510201045|Multi-Type Commercial Insurance|NA|NA|NA|7419.085|25.4018194330792|2.22965292886186|NA|@NA
XYL|Xylem Inc.|12/31/2013|6387.16|40|Industrials|4010|Industrial Manufacturing|401020|Machinery Manufacturing|40102010|Air, Liquid and Gas Control Equipment|4010201015|Other Air, Liquid and Gas Control Equipment Makers|401020101515|Compressor and Pumping Equipment Manufacturing|6.40000009536743|7.59999990463257|2.5|3835|20.6140680936153|1.21404064396939|6.19999980926514|A
AABA|Yahoo! Inc.|12/31/2013|41019.82872|55|Technology|5520|Software and Consulting|552010|Internet and Data Services|55201035|Web-Based Data and Services|5520103515|Web-Related Content Providers|552010351515|Web Portal Sites and Software|NA|NA|NA|4678.3|4.36893158549922|-51.2163228600793|NA|@NA
YUM|Yum! Brands, Inc.|12/31/2013|33495.23|15|Consumer Services|1510|Hospitality Services|151010|Hospitality Services|15101025|Restaurants and Bars|1510102515|Limited-Service and Fast Food Restaurants|151010251510|General Limited-Service and Fast Food Restaurants|6.09999990463257|10|1.29999995231628|13084|28.3817787418655|-4.02699332502017|0|CCC
ZBH|Zimmer Biomet Holdings, Inc.|12/31/2013|15823.662|35|Healthcare|3520|Healthcare Equipment|352015|General Medical Devices|35201510|System-Specific General Medical Devices|3520151015|Orthopedics Medical Devices|352015101510|Joint Replacement and Reconstruction Devices|6.09999990463257|3|2.20000004768372|4623.4|26.9115250291036|3.39244582597222|0|CCC
ZION|Zions Bancorporation|12/31/2013|5532.94377216|30|Finance|3010|Banking|301020|United States Banks|30102010|United States Commercial Banks|3010201020|United States Midwest and West Commercial Banks|301020102025|United States Western Commercial Banks|0.100000001490116|6.80000019073486|5.19999980926514|2458.617|13.4440495504539|-5.42453075143243|5.5|BBB
ZTS|Zoetis, Inc. Class A|12/31/2013|16345|35|Healthcare|3515|Healthcare Services|351520|Miscellaneous Healthcare|35152030|Veterinary Products and Services|3515203010|Veterinary Products|351520301015|Veterinary Pharmaceuticals|4.80000019073486|3|7.69999980926514|4561|9.11622031631945|5.18911439114391|8.10000038146973|AA
MMM|3M Company|12/31/2014|104365.31648608|45|Non-Energy Materials|4520|Manufactured Products|452020|Other Materials|45202015|Diversified Materials|4520201510|Diversified Materials|452020151010|Diversified Materials|8|8.30000019073486|5.19999980926514|31821|48.0679758308157|3.07732175828447|10|AAA
ABT|Abbott Laboratories|12/31/2014|67891.75523868|35|Healthcare|3510|Biopharmaceuticals|351015|Other Biopharmaceuticals|35101540|Diversified Biopharmaceuticals|3510154010|Diversified Biopharmaceuticals|351015401010|Diversified Biopharmaceuticals|10|5.19999980926514|2.59999990463257|21255|13.2593320235756|-0.0472982486104541|3|BB
ABBV|AbbVie, Inc.|12/31/2014|104140.51782064|35|Healthcare|3510|Biopharmaceuticals|351015|Other Biopharmaceuticals|35101540|Diversified Biopharmaceuticals|3510154010|Diversified Biopharmaceuticals|351015401010|Diversified Biopharmaceuticals|4.5|4.09999990463257|2.59999990463257|19960|12.3975155279503|6.22671633847791|2.90000009536743|BB
ACN|Accenture Plc Class A|12/31/2014|55975.84959447|55|Technology|5520|Software and Consulting|552020|Technology Consulting Services|55202020|Information Technology Consulting|5520202010|Information Technology Consulting|552020201025|General Information Technology (IT) Consulting|8|10|6.40000009536743|32418.239|46.0357306795518|6.19896943403391|9.39999961853027|AAA
CB|ACE Limited|12/31/2014|37756.42472768|30|Finance|3015|Insurance|301510|Insurance|30151020|Property and Casualty Insurance|3015102010|Commercial Insurance|301510201025|Diversified Commercial Insurance|8|8.5|3.5|19449|56.8725070580805|3.01922771333227|7.69999980926514|AA
AGN|Actavis Plc|12/31/2014|68445.319|35|Healthcare|3510|Biopharmaceuticals|351015|Other Biopharmaceuticals|35101540|Diversified Biopharmaceuticals|3510154010|Diversified Biopharmaceuticals|351015401010|Diversified Biopharmaceuticals|2.29999995231628|4.90000009536743|2|13062.3|59.4551661356395|50.5289480962478|2|B
ADBE|Adobe Systems Incorporated|12/31/2014|36167.0868|55|Technology|5520|Software and Consulting|552015|Software|55201510|Design and Engineering Software|5520151025|Specialized Design and Engineering Software|552015102515|Multimedia Design and Engineering Software|5.69999980926514|8.5|3.29999995231628|4125.745|8.1190213971051|2.64768272093381|4.30000019073486|BBB
ADT.I|ADT Corporation|12/31/2014|6222.12904116|10|Business Services|1010|Business Services|101020|Business Support Services|10102015|Security Services|1010201510|Security Services|101020151020|Security Systems Services|6.09999990463257|6.59999990463257|4.90000009536743|3456|18.6229508196721|3.50404312668464|5.69999980926514|BBB
AES|AES Corporation|12/31/2014|9692.03235969|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101010|International Electric Utilities|651010101020|International Electricity Generator Utilities|4.09999990463257|4|3.40000009536743|17121|23.6339779005525|6.18991502822055|2.90000009536743|BB
AET|Aetna Inc.|12/31/2014|31072.734|35|Healthcare|3515|Healthcare Services|351510|Healthcare Support Services|35151010|Health Plan Providers|3515101015|Other Health Plans|351510101510|Other Health Plans|10|5.59999990463257|0.400000005960464|58007.8|161.536619326093|22.5572138462579|2.90000009536743|BB
AMG|Affiliated Managers Group, Inc.|12/31/2014|11588.304|30|Finance|3020|Investment Services|302010|Investment Services|30201010|Asset Management and Financial Advisory Services|3020101025|Institutional and High-Net Advisory Services|302010102510|Diverse Institutional/High-Net Advisory Finance|5|8.5|2.5|2534.2|43.3938356164384|15.5533263417081|1.79999995231628|B
AFL|Aflac Incorporated|12/31/2014|27028.96505|30|Finance|3015|Insurance|301510|Insurance|30151015|Life and Health Insurance|3015101515|Supplemental Health Insurance|301510151510|Health Insurance|7.5|7|4.5|22692|25.0308370044053|-4.70751270314534|5.30000019073486|BBB
A|Agilent Technologies, Inc.|12/31/2014|13714.9|35|Healthcare|3520|Healthcare Equipment|352015|General Medical Devices|35201515|Diversified Medical Devices and Instruments|3520151510|Diversified Medical Devices and Instruments|352015151010|Diversified Medical Devices and Instruments|10|7.40000009536743|8.19999980926514|5462|11.9763313609467|-19.4632851666175|10|AAA
GAS|AGL Resources, Inc.|12/31/2014|6521.96609199|65|Utilities|6510|Utilities|651010|Energy Utilities|65101015|Natural Gas Utilities|6510101515|United States Natural Gas Utilities|651010151515|United States Natural Gas Utilities|4.19999980926514|10|3.70000004768372|5505|43.9261744966443|16.9534735500319|4.19999980926514|BB
APD|Air Products and Chemicals, Inc.|12/31/2014|30904.74551035|45|Non-Energy Materials|4510|Chemical, Plastic and Rubber Materials|451010|Commodity Chemicals|45101015|Other Commodity Chemical Manufacturing|4510101515|Industrial Gas Manufacturing|451010151510|Industrial Gas Manufacturing|4.5|3|9|10454.3|48.5083643122677|2.86121906823436|5.5|BBB
ARG|Airgas, Inc.|12/31/2014|8641.60986|45|Non-Energy Materials|4510|Chemical, Plastic and Rubber Materials|451010|Commodity Chemicals|45101015|Other Commodity Chemical Manufacturing|4510101515|Industrial Gas Manufacturing|451010151510|Industrial Gas Manufacturing|1.10000002384186|1|7|5270.992|67.7150847683887|4.01296069365759|0.300000011920929|CCC
AKAM|Akamai Technologies, Inc.|12/31/2014|11225.80596488|55|Technology|5520|Software and Consulting|552010|Internet and Data Services|55201020|Internet Hosting Services|5520102010|Colocation and Data Center Services|552010201010|Colocation and Data Center Services|5.5|8.5|2.40000009536743|1963.874|10.8389941827735|24.4595106728976|3.29999995231628|BB
AA|Alcoa Corp.|12/31/2014|19211.11920719|45|Non-Energy Materials|4515|Mining and Mineral Products|451510|Metal Products|45151020|Primary Metals Products|4515102010|Alumina and Aluminum Products Manufacturing|451510201025|Multi-Type Alumina and Aluminum Product Makers|NA|NA|NA|23877|182.150849279136|3.58785249457701|NA|@NA
ALXN|Alexion Pharmaceuticals, Inc.|12/31/2014|36831.33168|35|Healthcare|3510|Biopharmaceuticals|351015|Other Biopharmaceuticals|35101540|Diversified Biopharmaceuticals|3510154010|Diversified Biopharmaceuticals|351015401010|Diversified Biopharmaceuticals|4.09999990463257|8.5|3.59999990463257|2211.986|10.9851505036628|46.2997245288385|3.79999995231628|BB
ATI|Allegheny Technologies Incorporated|12/31/2014|3779.87847978|45|Non-Energy Materials|4515|Mining and Mineral Products|451510|Metal Products|45151020|Primary Metals Products|4515102035|Non-Ferrous Metal Products Manufacturing|451510203515|Multi-Type Non-Ferrous Metal Products Makers|0.600000023841858|4|4.59999990463257|4223.4|39.4341736694678|0.494931708942066|0.400000005960464|CCC
ALLE|Allegion PLC|12/31/2014|5314.80940251172|45|Non-Energy Materials|4515|Mining and Mineral Products|451510|Metal Products|45151010|Metal Parts and Component Manufacturing|4515101030|Locks and Deadbolts  Manufacturing|451510103010|Locks and Deadbolts  Manufacturing|5.80000019073486|7|5.30000019073486|2124.2|21.7932098765432|1.46644375447814|5.69999980926514|BBB
AGN.2|Allergan, Inc.|12/31/2014|63613.87629156|35|Healthcare|3510|Biopharmaceuticals|351015|Other Biopharmaceuticals|35101540|Diversified Biopharmaceuticals|3510154010|Diversified Biopharmaceuticals|351015401010|Diversified Biopharmaceuticals|7.5|3.40000009536743|3|7237.9|23.8088815789474|14.8800076185639|3.70000004768372|BB
ADS|Alliance Data Systems Corporation|12/31/2014|18253.4226|10|Business Services|1010|Business Services|101010|Marketing and Printing Services|10101010|Marketing and Advertising Services|1010101010|Marketing Specialists|101010101010|Direct Marketing Services|8|8.5|1.60000002384186|5302.94|84.9217711586196|22.7798714674919|2.90000009536743|BB
ALL|Allstate Corporation|12/31/2014|29364.5|30|Finance|3015|Insurance|301510|Insurance|30151020|Property and Casualty Insurance|3015102015|Personal Insurance|301510201510|Auto Insurance|6.30000019073486|10|3.20000004768372|34874|79.5755362848015|2.0095357884576|6.5|A
ALTR.1|Altera Corporation|12/31/2014|11171.7642|55|Technology|5510|Electronic Components and Manufacturing|551020|Semiconductor Manufacturing|55102035|Programmable Logic and ASIC Semiconductors|5510203515|Programmable Logic Device Semiconductors|551020351510|Programmable Logic Device Semiconductors|4.69999980926514|8.80000019073486|5.69999980926514|1932.088|6.19463797343354|11.5155964658323|4.80000019073486|BBB
MO|Altria Group Inc|12/31/2014|97134.54974821|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501520|Tobacco Production|50152010|Cigarette Manufacturing|5015201010|Cigarette Manufacturing|501520101010|Cigarette Manufacturing|0.899999976158142|10|1.89999997615814|17945|9.07229524772498|1.59655777614222|3.5|BB
AMZN|Amazon.com, Inc.|12/31/2014|144312.75|20|Consumer Cyclicals|2025|Consumer Retail|202515|Electronics and Entertainment Retail|20251520|Mixed Electronics and Entertainment Retail|2025152010|Mixed Electronics and Entertainment Retail|202515201010|Mixed Electronics and Entertainment Retail|8.19999980926514|8.5|1.10000002384186|88988|192.614718614719|19.5223832484923|3.20000004768372|BB
AEE|Ameren Corporation|12/31/2014|11191.138|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101020|United States Regional Electric Utilities|651010102010|United States Midwest Electric Utilities|3.29999995231628|10|4.09999990463257|6053|24.7667757774141|3.68276807125728|2.5|B
AEP|American Electric Power Company, Inc.|12/31/2014|29716.52386824|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101015|Other United States Electric Utilities|651010101515|Other United States Electric Utilities|5.40000009536743|10|4.69999980926514|16922|34.5694529169819|10.9784889821616|5.59999990463257|BBB
AXP|American Express Company|12/31/2014|95179.92|30|Finance|3030|Specialty Finance and Services|303010|Specialty Finance|30301015|Consumer Finance Services|3030101535|General Consumer Finance Services|303010153510|General Consumer Finance Services|10|10|5.80000019073486|36292|34.5309229305423|2.88014514117247|8.30000019073486|AA
AIG|American International Group, Inc.|12/31/2014|77065.66964571|30|Finance|3015|Insurance|301510|Insurance|30151020|Property and Casualty Insurance|3015102010|Commercial Insurance|301510201025|Diversified Commercial Insurance|2.40000009536743|6.80000019073486|4.30000019073486|67504|44.0847217730621|-1.52158373087079|3.20000004768372|BB
AMT|American Tower Corporation|12/31/2014|39213.66896625|30|Finance|3025|Real Estate|302520|Real Estate Investment Trusts (REITs)|30252015|Equity REITs|3025201510|Equity REITs|302520151030|Land Equity REITs|7|5|5.80000019073486|4096.442|10.2479166979099|21.9688096044838|4.5|BBB
AMP|Ameriprise Financial, Inc.|12/31/2014|24216.23256525|30|Finance|3020|Investment Services|302010|Investment Services|30201030|Diversified Investment|3020103010|Diversified Investment|302010301010|Diversified Investment|5|8.80000019073486|4|12146|61.2666666666667|8.39803659080768|4.30000019073486|BBB
ABC|AmerisourceBergen Corporation|12/31/2014|19775.77392112|35|Healthcare|3515|Healthcare Services|351510|Healthcare Support Services|35151020|Healthcare Distributors|3515102020|Other Pharmaceuticals Distributors|351510202010|Other Pharmaceuticals Distributors|8.10000038146973|8|2.79999995231628|123981.367|507.929428007052|29.0454753614227|8.5|AA
AME|AMETEK, Inc.|12/31/2014|12701.47552325|40|Industrials|4010|Industrial Manufacturing|401020|Machinery Manufacturing|40102030|Other Machinery Manufacturing|4010203025|Diversified Industrial Manufacturing|401020302510|Diversified Industrial Manufacturing|4.19999980926514|4.40000009536743|5.40000009536743|4021.964|16.2765335772272|11.9035005909626|2.79999995231628|B
AMGN|Amgen Inc.|12/31/2014|121124.116|35|Healthcare|3510|Biopharmaceuticals|351020|System-Specific Biopharmaceuticals|35102030|Hematology Biopharmaceuticals|3510203010|Hematology Biopharmaceuticals|351020301010|Hematology Biopharmaceuticals|8.5|7.5|2.90000009536743|20058|26.0194805194805|7.42287917737789|3.09999990463257|BB
APH|Amphenol Corporation Class A|12/31/2014|16674.89791321|55|Technology|5510|Electronic Components and Manufacturing|551010|Electronic Components|55101010|Interconnect Electronic Components|5510101015|Electronic Interconnect Components|551010101510|Electronic Interconnect Components|4.5|4|3.70000004768372|5345.488|16.6822634100525|15.8368671729219|3.29999995231628|BB
APC|Anadarko Petroleum Corporation|12/31/2014|41794.5|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101510|Americas Fossil Fuel Exploration and Production|2510151015|Pan-US Fossil Fuel Exploration/Production|251015101520|Pan-US Fossil Fuel Exploration/Production|1.60000002384186|4|1.20000004768372|16385|32.3814229249012|10.329270756178|1.29999995231628|CCC
ADI|Analog Devices, Inc.|12/31/2014|17278.09749152|55|Technology|5510|Electronic Components and Manufacturing|551020|Semiconductor Manufacturing|55102010|Analog and Mixed Signal Semiconductors|5510201010|General Analog and Mixed Signal Semiconductors|551020101010|General Analog and Mixed Signal Semiconductors|7.5|7|5|2864.773|9.00795529939282|8.77415670567025|6.19999980926514|A
